title,meal_block,description,calories_estimate,goal_tags,fitness_level_min,fitness_level_max,nova_max,foods
Camarones fríos,media_manana,Camarones cocidos con limón y sal,130,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido"
Pollo grillado en cubos,media_manana,Cubos de pollo a la plancha como snack,160,fat_loss|muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, a la plancha"
Queso parmesano en lascas,media_manana,Lascas de queso curado como snack proteico,150,general_health|muscle_gain,2,5,3,
Granola casera con yogur,media_manana,Granola de avena con yogur natural,220,general_health|muscle_gain,1,5,2,"Avena, hojuelas, cruda|Yogur, natural"
Bola energética de avena,media_manana,"Bolitas de avena, maní y miel",200,general_health|muscle_gain,1,5,2,"Avena, hojuelas, cruda|Maní, tostado, salado"
Pudín de chía,media_manana,Pudín de chía con leche y mango,180,general_health|fat_loss,1,5,2,"Leche, de vaca, integral|Mango, Tommy Atkins, cruda"
Tostada de arroz con mani,media_manana,Galleta de arroz inflado con maní,160,general_health|muscle_gain,1,5,3,"Maní, tostado, salado"
Cucharada de mantequilla de maní,media_manana,Mantequilla de maní pura con manzana,200,general_health|muscle_gain,1,5,3,"Maní, tostado, salado|Manzana, Fuji, con casca, cruda"
Smoothie verde post yoga,media_manana,"Espinaca, kiwi, manzana y agua de coco",130,general_health|fat_loss,1,5,1,"Espinaca, Nova Zelândia, crudo|Kiwi, crudo|Manzana, Fuji, con casca, cruda"
Mini wrap de jamón pavo,media_manana,Tortilla integral con pavo y queso,200,fat_loss|muscle_gain,2,5,3,"Queso, minas, meia cura"
Yogur con cacao puro,media_manana,Yogur natural con cacao en polvo sin azúcar,130,general_health|fat_loss,1,5,3,"Yogur, natural"
Avena con manzana en cubos,media_manana,Avena cruda con manzana picada y canela,180,general_health|fat_loss,1,5,2,"Avena, hojuelas, cruda|Manzana, Fuji, con casca, cruda"
Galleta integral con queso,media_manana,Galleta integral con queso fresco,180,general_health,1,5,3,"Queso, minas, meia cura"
Pan árabe con tomate,media_manana,Pan árabe pequeño con tomate y aceite,160,general_health|fat_loss,1,5,2,"Tomate, con semilla, crudo|Aceite de oliva, de oliva, extra virgen"
Mini omelet de claras,media_manana,Omelet pequeño de claras con tomate,120,fat_loss|muscle_gain,2,5,2,"Huevo, de gallina, clara, cocida/10minutos|Tomate, con semilla, crudo"
Ensalada de quinua chica,media_manana,Quinua cocida con vegetales y limón,200,general_health|fat_loss,2,5,2,"Tomate, con semilla, crudo|Pepino, crudo"
Hummus con galletas integrales,media_manana,Hummus de garbanzo con galletas integrales,200,general_health|fat_loss,1,5,2,"Garbanzo, crudo"
Mini ensalada caprese,media_manana,"Tomate, mozzarella y albahaca en pinchos",180,general_health|fat_loss,1,5,2,"Tomate, con semilla, crudo|Queso, mozarela"
Banano congelado con cacao,media_manana,Banano congelado con cacao en polvo,150,general_health,1,5,3,"Banano, Manzana, cruda"
Fresas congeladas con yogur,media_manana,Fresas congeladas con yogur natural,140,general_health|fat_loss,1,5,2,"Fresa, crudo|Yogur, natural"
Manzana al horno con canela,media_manana,Manzana horneada con canela y nuez,150,general_health,1,5,1,"Manzana, Fuji, con casca, cruda"
Mango congelado batido,media_manana,Mango congelado licuado tipo helado,130,general_health|fat_loss,1,5,2,"Mango, Tommy Atkins, cruda"
Yogur con coco rallado,media_manana,Yogur natural con coco rallado y mango,200,general_health|fat_loss,1,5,2,"Yogur, natural|Coco, crudo|Mango, Tommy Atkins, cruda"
Avena cocida con manzana,media_manana,Avena en leche con manzana y canela,280,general_health,1,5,2,"Avena, hojuelas, cruda|Leche, de vaca, integral|Manzana, Fuji, con casca, cruda"
Snack de palomitas,media_manana,Palomitas de maíz sin sal,90,general_health|fat_loss,1,5,2,"palomitas de maíz, con Aceite vegetal de Soya, sin sal"
Galletas de avena caseras,media_manana,Galletas de avena con miel,180,general_health,1,5,2,"Avena, hojuelas, cruda"
Snack de garbanzo tostado,media_manana,Garbanzos tostados con sal,160,general_health|fat_loss,1,5,2,"Garbanzo, crudo"
Coco helado con miel,media_manana,Trozos de coco congelado con miel,180,general_health,1,5,2,"Coco, crudo"
Tortilla integral con palta,media_manana,Mini tortilla integral con aguacate,200,general_health|fat_loss,1,5,2,"Aguacate, crudo"
Fruta picada con yogur descremado,media_manana,Mango y fresa con yogur descremado,150,general_health|fat_loss,1,5,2,"Mango, Tommy Atkins, cruda|Fresa, crudo|Yogur, natural, desnatado"
Avena con cacao y leche,media_manana,Avena cocida con cacao y leche descremada,220,general_health|fat_loss,1,5,3,"Avena, hojuelas, cruda|Leche, de vaca, desnatado, UHT"
Banano con cacao en polvo,media_manana,Banano cubierto con cacao puro,130,general_health,1,5,3,"Banano, Manzana, cruda"
Mini bowl de fruta,media_manana,"Bowl pequeño con mango, kiwi y yogur",180,general_health|fat_loss,1,5,2,"Mango, Tommy Atkins, cruda|Kiwi, crudo|Yogur, natural"
Smoothie de papaya rojo,media_manana,"Papaya, fresa y leche descremada",170,general_health|fat_loss,1,5,2,"Papaya, Formosa, crudo|Fresa, crudo|Leche, de vaca, desnatado, UHT"
Manzana con mantequilla de maní,media_manana,Rodajas de manzana untadas con maní,220,general_health|muscle_gain,1,5,3,"Manzana, Fuji, con casca, cruda|Maní, tostado, salado"
Snack de zanahoria baby,media_manana,Zanahorias baby con sal en escamas,50,fat_loss,1,5,1,"Zanahoria, cruda"
Tomate cherry con aceite,media_manana,Tomates cherry con aceite de oliva y sal,80,fat_loss,1,5,1,"Tomate, con semilla, crudo|Aceite de oliva, de oliva, extra virgen"
Pepino con yogur y eneldo,media_manana,Rodajas de pepino con yogur y eneldo,80,fat_loss,1,5,2,"Pepino, crudo|Yogur, natural"
Espinaca cruda con limón,media_manana,Hojas de espinaca con limón y aceite,60,fat_loss,1,5,1,"Espinaca, Nova Zelândia, crudo|Aceite de oliva, de oliva, extra virgen"
Apio con maní cremoso,media_manana,Bastones de apio con mantequilla de maní,200,general_health|muscle_gain,1,5,3,"Apio, crudo|Maní, tostado, salado"
Mini wrap de aguacate,media_manana,Tortilla con aguacate y tomate,180,general_health|fat_loss,1,5,2,"Aguacate, crudo|Tomate, con semilla, crudo"
Snack de almendras,media_manana,Porción de marañón sin sal,160,general_health|muscle_gain,1,5,1,"castaña-de-Marañón, tostada, salada"
Yogur con guanábana,media_manana,Yogur con pulpa de guanábana,180,general_health|fat_loss,1,5,2,"Yogur, natural|Guanábana, cruda"
Sancocho de gallina valluno,almuerzo,"Sancocho con gallina, mazorca, yuca, papa y plátano",580,general_health|muscle_gain,1,5,2,"Pollo, Pechuga, con piel, asado|Maíz, verde, crudo|Yuca/mandioca, cocida|Papa, baroa, cocida|Banano, de la terra, cruda"
Sancocho de pescado costeño,almuerzo,"Sancocho con pescado, yuca, plátano y aliños",520,general_health,1,5,2,"Merluza, filete, asado|Yuca/mandioca, cocida|Banano, de la terra, cruda"
Sancocho trifásico paisa,almuerzo,"Sancocho con cerdo, res y pollo, mazorca y plátano",620,general_health|muscle_gain,1,4,2,"Pollo, Pechuga, con piel, asado|Carne, bovina, contra-filé, con gordura, a la plancha|Maíz, verde, crudo|Banano, de la terra, cruda"
Sancocho de costilla,almuerzo,"Sancocho con costilla de res, papa y yuca",540,general_health|muscle_gain,1,5,2,"Papa, baroa, cocida|Yuca/mandioca, cocida|Maíz, verde, crudo"
Ajiaco bogotano tradicional,almuerzo,"Ajiaco con tres papas, pollo, mazorca y crema",480,general_health,1,5,2,"Pollo, Pechuga, con piel, asado|Papa, baroa, cocida|Maíz, verde, crudo"
Mondongo bogotano,almuerzo,"Mondongo de res con garbanzo, papa y zanahoria",480,general_health,1,4,2,"Garbanzo, crudo|Papa, baroa, cocida|Zanahoria, cocida"
Sopa de frijol paisa,almuerzo,Sopa cremosa de frijol cargamanto con costilla,460,general_health|muscle_gain,1,5,2,"Frijol, carioca, cocido|Papa, baroa, cocida"
Sopa de lentejas con chorizo,almuerzo,Guiso de lentejas con chorizo y arroz,480,general_health|muscle_gain,1,4,3,"Lenteja, cocida|Arroz, tipo 1, cocido"
Sopa de garbanzos,almuerzo,Guiso de garbanzos con cerdo y verduras,460,general_health,1,5,2,"Garbanzo, crudo|Zanahoria, cocida"
Sopa de arveja con cerdo,almuerzo,Sopa espesa de arvejas con costilla de cerdo,440,general_health,1,5,2,"Arveja, enlatada, escurrida|Papa, baroa, cocida"
Mute santandereano,almuerzo,"Sopa contundente con mazorca, garbanzo y res",540,general_health|muscle_gain,1,3,3,"Maíz, verde, crudo|Garbanzo, crudo|Carne, bovina, contra-filé, con gordura, a la plancha"
Cuchuco de trigo boyacense,almuerzo,Cuchuco con espinazo de cerdo y verduras,480,general_health,1,4,2,"Arveja, enlatada, escurrida|Papa, baroa, cocida"
Sopa de pasta con pollo,almuerzo,Sopa de fideos con pollo desmenuzado,380,general_health,1,5,2,"Pasta/fideo, Trigo, crudo|Pollo, Pechuga, sin piel, cocido|Papa, baroa, cocida"
Cazuela de mariscos costeña,almuerzo,"Cazuela con camarones, pescado y leche de coco",490,general_health|muscle_gain,2,5,2,"Camarón, Rio Grande, grande, cocido|Merluza, filete, asado|Leche, de coco"
Sopa de arroz con pollo,almuerzo,Sopa cremosa de arroz con pollo desmechado,420,general_health,1,5,2,"Arroz, tipo 1, cocido|Pollo, Pechuga, sin piel, cocido"
Sopa de yuca con pollo,almuerzo,"Sopa con yuca, pollo y cilantro",400,general_health,1,5,2,"Yuca/mandioca, cocida|Pollo, Pechuga, sin piel, cocido"
Sopa de plátano con costilla,almuerzo,Sopa espesa de plátano verde rallado,460,general_health|muscle_gain,1,5,2,"Banano, de la terra, cruda"
Sopa de mazorca con pollo,almuerzo,Sopa cremosa de mazorca con pollo,410,general_health,1,5,2,"Maíz, verde, crudo|Pollo, Pechuga, sin piel, cocido"
Caldo de pescado del Caribe,almuerzo,Caldo de pescado con yuca y plátano,350,general_health|fat_loss,2,5,2,"Merluza, filete, asado|Yuca/mandioca, cocida|Banano, de la terra, cruda"
Sopa de verduras con pollo,almuerzo,Sopa de verduras de temporada con pollo desmechado,310,general_health|fat_loss,1,5,2,"Pollo, Pechuga, sin piel, cocido|Zanahoria, cocida|Espinaca, Nova Zelândia, salteado"
Sopa de champiñones cremosa,almuerzo,Crema de champiñones con papa,290,general_health|fat_loss,1,5,2,"Papa, baroa, cocida"
Crema de auyama,almuerzo,Crema de auyama con leche de coco y jengibre,250,general_health|fat_loss,1,5,2,"Calabaza, moranga, cruda|Leche, de coco"
Crema de espinaca,almuerzo,Crema de espinaca con leche descremada,220,fat_loss,1,5,2,"Espinaca, Nova Zelândia, salteado|Leche, de vaca, desnatado, UHT"
Crema de zanahoria,almuerzo,Crema de zanahoria con jengibre,200,general_health|fat_loss,1,5,2,"Zanahoria, cocida"
Crema de brócoli con queso,almuerzo,Crema de brócoli con queso fresco,240,general_health|fat_loss,1,5,2,"Brócoli, cocido|Queso, minas, meia cura"
Arroz con pollo tradicional,almuerzo,"Arroz con pollo, zanahoria y arveja",480,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Pollo, Pechuga, sin piel, cocido|Zanahoria, cocida|Arveja, enlatada, escurrida"
Arroz con pollo y vegetales,almuerzo,"Arroz con pollo, brócoli y pimentón",460,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Pollo, Pechuga, sin piel, cocido|Brócoli, cocido|Pimiento, vermelho, crudo"
Arroz con atún en agua,almuerzo,Arroz blanco con atún en agua y tomate,410,fat_loss|muscle_gain,1,5,3,"Arroz, tipo 1, cocido|Atún, conserva en Aceite vegetal|Tomate, con semilla, crudo"
Arroz integral con pollo,almuerzo,Arroz integral con pollo a la plancha y vegetales,440,general_health|muscle_gain,2,5,2,"Arroz, integral, cocido|Pollo, Pechuga, sin piel, a la plancha|Brócoli, cocido"
Arroz con camarones costeño,almuerzo,"Arroz con camarones, leche de coco y pimentón",520,general_health|muscle_gain,2,5,2,"Arroz, tipo 1, cocido|Camarón, Rio Grande, grande, cocido|Leche, de coco|Pimiento, vermelho, crudo"
Arroz con coco y pescado,almuerzo,Arroz con leche de coco y pescado fresco,540,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Leche, de coco|Merluza, filete, asado"
Arroz con carne molida,almuerzo,Arroz con carne molida guisada y huevo,500,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Carne, bovina, Aguja de res, molido, cocido|Huevo, de gallina, entero, frito"
Arroz con salmón a la plancha,almuerzo,Arroz integral con salmón y espinaca,520,general_health|muscle_gain,3,5,2,"Arroz, integral, cocido|Salmón, sin piel, fresco, a la plancha|Espinaca, Nova Zelândia, salteado"
Arroz con carne asada,almuerzo,Arroz blanco con carne asada y aguacate,580,muscle_gain,3,5,2,"Arroz, tipo 1, cocido|Carne, bovina, contra-filé, con gordura, a la plancha|Aguacate, crudo"
Arroz con frijoles paisa,almuerzo,Arroz blanco con frijoles cargamanto,450,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Frijol, carioca, cocido"
Arroz con lentejas,almuerzo,Arroz con lenteja guisada y plátano maduro,480,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Lenteja, cocida|Banano, de la terra, cruda"
Arroz con garbanzos,almuerzo,Arroz blanco con garbanzo guisado,420,general_health,1,5,2,"Arroz, tipo 1, cocido|Garbanzo, crudo"
Arroz a la jardinera,almuerzo,"Arroz con zanahoria, arveja y maíz",380,general_health,1,5,2,"Arroz, tipo 1, cocido|Zanahoria, cocida|Arveja, enlatada, escurrida|Maíz, verde, crudo"
Arroz con pollo al curry,almuerzo,Arroz basmati con pollo en curry suave,470,general_health|muscle_gain,2,5,2,"Arroz, tipo 1, cocido|Pollo, Pechuga, sin piel, cocido|Leche, de coco"
Arroz con sardinas,almuerzo,Arroz blanco con sardinas en lata y cebolla,460,general_health|muscle_gain,2,5,3,"Arroz, tipo 1, cocido|Sardina, conserva en Aceite vegetal|Cebolla, cruda"
Arroz con pescado al ajillo,almuerzo,Arroz blanco con merluza al ajillo,450,general_health|muscle_gain,2,5,2,"Arroz, tipo 1, cocido|Merluza, filete, asado|Ajo, crudo"
Arroz integral con verduras,almuerzo,"Arroz integral con brócoli, zanahoria y coliflor",380,general_health|fat_loss,1,5,2,"Arroz, integral, cocido|Brócoli, cocido|Zanahoria, cocida|Coliflor, cocida"
Arroz con pavo y vegetales,almuerzo,Arroz integral con pavo molido y verduras,460,fat_loss|muscle_gain,3,5,2,"Arroz, integral, cocido|Zanahoria, cocida|Brócoli, cocido"
Arroz costeño con plátano,almuerzo,Arroz blanco con plátano maduro frito,480,general_health,1,4,2,"Arroz, tipo 1, cocido|Banano, de la terra, cruda"
Arroz con habichuelas,almuerzo,Arroz blanco con habichuela guisada,380,general_health|fat_loss,1,5,2,"Arroz, tipo 1, cocido|Arveja, en Vainita"
Arroz con champiñones,almuerzo,Arroz integral con champiñones al ajillo,350,general_health|fat_loss,1,5,2,"Arroz, integral, cocido|Ajo, crudo"
Arroz con espinaca y queso,almuerzo,Arroz blanco con espinaca salteada y queso,420,general_health|fat_loss,1,5,2,"Arroz, tipo 1, cocido|Espinaca, Nova Zelândia, salteado|Queso, minas, meia cura"
Arroz oriental con pollo,almuerzo,"Arroz con pollo, vegetales y soya",470,general_health|muscle_gain,2,5,2,"Arroz, tipo 1, cocido|Pollo, Pechuga, sin piel, cocido"
Arroz con cerdo agridulce,almuerzo,Arroz con cerdo en salsa agridulce,540,general_health|muscle_gain,2,5,3,"Arroz, tipo 1, cocido"
Arroz amarillo con pollo,almuerzo,Arroz con pollo en achiote y verduras,480,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Pollo, Pechuga, sin piel, cocido"
Arroz negro con calamares,almuerzo,Arroz negro con calamares y pimentón,460,general_health|fat_loss,2,5,2,"Arroz, tipo 1, cocido|Pimiento, vermelho, crudo"
Arroz cremoso con espárragos,almuerzo,Risotto colombiano con espárragos y queso,440,general_health,2,5,2,"Queso, minas, meia cura"
Arroz con carne desmechada,almuerzo,Arroz con carne mechada y aguacate,540,muscle_gain,3,5,2,"Arroz, tipo 1, cocido|Carne, bovina, contra-filé, con gordura, a la plancha|Aguacate, crudo"
Arroz con pollo al limón,almuerzo,Arroz con pollo a la plancha y limón,440,fat_loss|muscle_gain,2,5,2,"Arroz, tipo 1, cocido|Pollo, Pechuga, sin piel, a la plancha"
Arroz con vegetales asados,almuerzo,Arroz integral con berenjena y pimentón asados,360,general_health|fat_loss,1,5,2,"Arroz, integral, cocido|Berenjena, cocida|Pimiento, vermelho, crudo"
Bandeja paisa tradicional,almuerzo,"Frijol, arroz, chicharrón, huevo, arepa y plátano",750,general_health|muscle_gain,1,3,3,"Frijol, carioca, cocido|Arroz, tipo 1, cocido|Huevo, de gallina, entero, frito|Banano, de la terra, cruda"
Bandeja paisa moderada,almuerzo,"Versión más ligera con arroz, frijol, huevo y aguacate",580,general_health|muscle_gain,1,4,2,"Frijol, carioca, cocido|Arroz, tipo 1, cocido|Huevo, de gallina, entero, frito|Aguacate, crudo"
Casado costeño,almuerzo,"Arroz con coco, frijol, pescado y patacones",620,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Frijol, carioca, cocido|Merluza, filete, asado|Banano, de la terra, cruda"
Casado paisa pequeño,almuerzo,"Frijol, arroz y carne molida en porción moderada",510,general_health|muscle_gain,1,5,2,"Frijol, carioca, cocido|Arroz, tipo 1, cocido|Carne, bovina, Aguja de res, molido, cocido"
Lechona tolimense,almuerzo,"Cerdo relleno con arroz y arveja, plato fuerte",680,general_health|muscle_gain,1,3,3,"Arroz, tipo 1, cocido|Arveja, enlatada, escurrida"
Mamona llanera,almuerzo,Ternera a la llanera con yuca y patacones,620,general_health|muscle_gain,1,3,2,"Yuca/mandioca, cocida|Banano, de la terra, cruda"
Cocido boyacense,almuerzo,"Puchero con res, papa, mazorca y arveja",580,general_health|muscle_gain,1,4,2,"Carne, bovina, contra-filé, con gordura, a la plancha|Papa, baroa, cocida|Maíz, verde, crudo|Arveja, enlatada, escurrida"
Bandeja huilense,almuerzo,"Asado huilense con arroz, yuca y arepa",620,general_health|muscle_gain,1,3,2,"Arroz, tipo 1, cocido|Yuca/mandioca, cocida"
Plato típico antioqueño,almuerzo,"Frijol, arroz, carne, plátano y aguacate",700,general_health|muscle_gain,1,3,2,"Frijol, carioca, cocido|Arroz, tipo 1, cocido|Carne, bovina, contra-filé, con gordura, a la plancha|Banano, de la terra, cruda|Aguacate, crudo"
Combo de pollo a la plancha,almuerzo,"Pollo, arroz, ensalada y plátano maduro",540,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Arroz, tipo 1, cocido|Banano, de la terra, cruda"
Bandeja vegetariana,almuerzo,"Arroz, frijol, plátano, aguacate y huevo",540,general_health,1,5,2,"Arroz, tipo 1, cocido|Frijol, carioca, cocido|Banano, de la terra, cruda|Aguacate, crudo|Huevo, de gallina, entero, frito"
Casado vallecaucano,almuerzo,"Arroz, lenteja, plátano y huevo",520,general_health|muscle_gain,1,5,2,"Arroz, tipo 1, cocido|Lenteja, cocida|Banano, de la terra, cruda|Huevo, de gallina, entero, crudo"
Bandeja santandereana,almuerzo,"Mute, pepitoria y arroz",600,general_health|muscle_gain,1,3,2,"Arroz, tipo 1, cocido|Maíz, verde, crudo"
Bandeja del Pacífico,almuerzo,Encocado de pescado con arroz y patacones,580,general_health|muscle_gain,1,4,2,"Merluza, filete, asado|Leche, de coco|Arroz, tipo 1, cocido|Banano, de la terra, cruda"
Plato típico nariñense,almuerzo,Cuy con papa y maíz al estilo nariñense,580,general_health|muscle_gain,1,3,2,"Papa, baroa, cocida|Maíz, verde, crudo"
Tilapia a la plancha con yuca,almuerzo,Filete de tilapia a la plancha con yuca cocida,420,fat_loss|muscle_gain,2,5,2,"Merluza, filete, asado|Yuca/mandioca, cocida"
Mojarra frita con patacones,almuerzo,Mojarra frita entera con patacones,580,general_health,1,4,3,"Banano, de la terra, cruda"
Salmón al horno con vegetales,almuerzo,Salmón al horno con espárragos y zanahoria,480,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Zanahoria, cocida"
Salmón a la plancha con quinua,almuerzo,Salmón con quinua y aguacate,520,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Aguacate, crudo"
Camarones al ajillo,almuerzo,Camarones salteados con ajo y aceite de oliva,350,fat_loss|muscle_gain,3,5,2,"Camarón, Rio Grande, grande, cocido|Ajo, crudo|Aceite de oliva, de oliva, extra virgen"
Camarones con arroz,almuerzo,Camarones cocidos con arroz blanco y limón,440,general_health|muscle_gain,2,5,2,"Camarón, Rio Grande, grande, cocido|Arroz, tipo 1, cocido"
Pescado en salsa de mango,almuerzo,Filete de pescado con salsa tropical de mango,420,fat_loss|muscle_gain,3,5,2,"Merluza, filete, asado|Mango, Tommy Atkins, cruda"
Encocado de pescado,almuerzo,Pescado en leche de coco con arroz,480,general_health|muscle_gain,1,5,2,"Merluza, filete, asado|Leche, de coco|Arroz, tipo 1, cocido"
Pescado al vapor con brócoli,almuerzo,Tilapia al vapor con brócoli y limón,320,fat_loss,2,5,2,"Merluza, filete, asado|Brócoli, cocido"
Salmón con espinaca cremosa,almuerzo,Salmón con espinaca a la crema y arroz,540,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Espinaca, Nova Zelândia, salteado|Arroz, tipo 1, cocido"
Ceviche de camarón,almuerzo,Camarón en limón con cebolla y cilantro,250,fat_loss,2,5,2,"Camarón, Rio Grande, grande, cocido|Cebolla, cruda"
Atún a la plancha,almuerzo,Filete de atún a la plancha con vegetales,380,fat_loss|muscle_gain,3,5,2,"Merluza, filete, asado"
Pescado en escabeche,almuerzo,Pescado marinado en limón con cebolla y zanahoria,340,general_health|fat_loss,2,5,2,"Merluza, filete, asado|Cebolla, cruda|Zanahoria, cruda"
Sardinas frescas a la plancha,almuerzo,Sardinas asadas con limón y arroz,420,general_health|muscle_gain,2,5,2,"Sardina, asada|Arroz, tipo 1, cocido"
Cazuela de pescado costeña,almuerzo,"Cazuela con merluza, plátano y leche de coco",460,general_health|muscle_gain,1,5,2,"Merluza, filete, asado|Banano, de la terra, cruda|Leche, de coco"
Camarones apanados,almuerzo,Camarones empanizados con arroz y ensalada,480,general_health|muscle_gain,2,5,3,"Camarón, Rio Grande, grande, cocido|Arroz, tipo 1, cocido"
Pescado a la criolla,almuerzo,"Filete con hogao, arroz y plátano",460,general_health,1,5,2,"Merluza, filete, asado|Tomate, con semilla, crudo|Cebolla, cruda|Arroz, tipo 1, cocido|Banano, de la terra, cruda"
Salmón curado con limón,almuerzo,Salmón marinado con limón y aceite de oliva,320,fat_loss|muscle_gain,3,5,2,"Salmón, sin piel, fresco, a la plancha|Aceite de oliva, de oliva, extra virgen"
Camarones criollos,almuerzo,Camarones en salsa de tomate con arroz,460,general_health|muscle_gain,2,5,2,"Camarón, Rio Grande, grande, cocido|Tomate, con semilla, crudo|Arroz, tipo 1, cocido"
Pescado con coco y arroz,almuerzo,Filete en leche de coco con arroz blanco,520,general_health|muscle_gain,1,5,2,"Merluza, filete, asado|Leche, de coco|Arroz, tipo 1, cocido"
Pollo asado con papa,almuerzo,Pollo entero asado con papas al horno,540,general_health|muscle_gain,1,5,2,"Pollo, Pechuga, con piel, asado|Papa, baroa, cocida"
Pollo sudado paisa,almuerzo,Pollo sudado en hogao con papa y arroz,480,general_health,1,5,2,"Pollo, Pechuga, con piel, asado|Papa, baroa, cocida|Arroz, tipo 1, cocido"
Pollo al ajillo,almuerzo,Pollo al ajillo con aceite de oliva y limón,420,general_health|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Ajo, crudo|Aceite de oliva, de oliva, extra virgen"
Pollo a la plancha con arroz integral,almuerzo,Pechuga con arroz integral y brócoli,460,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Arroz, integral, cocido|Brócoli, cocido"
Pollo a la plancha con ensalada,almuerzo,Pechuga con ensalada de aguacate y tomate,380,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Aguacate, crudo|Tomate, con semilla, crudo"
Pollo apanado con papa,almuerzo,Pechuga apanada con papa al horno,540,general_health|muscle_gain,1,5,3,"Pollo, Pechuga, sin piel, cocido|Papa, baroa, cocida"
Pollo al curry colombiano,almuerzo,Pollo en salsa de curry suave con arroz,520,general_health|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, cocido|Arroz, tipo 1, cocido"
Pollo al limón con vegetales,almuerzo,Pollo marinado en limón con vegetales asados,420,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Zanahoria, cocida|Brócoli, cocido"
Pollo en salsa de champiñones,almuerzo,Pollo en crema de champiñones con arroz,540,general_health|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, cocido|Arroz, tipo 1, cocido"
Pollo BBQ con maíz,almuerzo,Pollo en salsa BBQ con maíz a la parrilla,540,general_health|muscle_gain,1,5,3,"Pollo, Pechuga, con piel, asado|Maíz, verde, crudo"
Pollo desmechado con arepa,almuerzo,Pollo desmechado con arepa y aguacate,460,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, cocido|Aguacate, crudo"
Pollo en salsa de mango,almuerzo,Pollo a la plancha con salsa tropical de mango,480,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Mango, Tommy Atkins, cruda"
Pollo con verduras al wok,almuerzo,Pollo con vegetales salteados al estilo asiático,420,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Brócoli, cocido|Pimiento, vermelho, crudo"
Pollo en salsa criolla,almuerzo,Pollo en hogao con arroz blanco,480,general_health,1,5,2,"Pollo, Pechuga, sin piel, cocido|Tomate, con semilla, crudo|Cebolla, cruda|Arroz, tipo 1, cocido"
Pollo al horno con hierbas,almuerzo,Pollo asado con hierbas y aceite de oliva,460,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, con piel, asado|Aceite de oliva, de oliva, extra virgen"
Pollo con espinaca cremosa,almuerzo,Pollo con salsa de espinaca y queso,520,general_health|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, cocido|Espinaca, Nova Zelândia, salteado|Queso, minas, meia cura"
Pollo con plátano y aguacate,almuerzo,Pollo a la plancha con plátano maduro y aguacate,520,general_health|muscle_gain,1,5,2,"Pollo, Pechuga, sin piel, a la plancha|Banano, de la terra, cruda|Aguacate, crudo"
Pollo en salsa de naranja,almuerzo,Pollo a la plancha con jugo de naranja reducido,440,fat_loss|muscle_gain,2,5,2,"Pollo, Pechuga, sin piel, a la plancha|Naranja, baía, Jugo"
Pechuga rellena de queso,almuerzo,Pollo relleno de espinaca y queso,540,muscle_gain,3,5,2,"Pollo, Pechuga, sin piel, cocido|Espinaca, Nova Zelândia, salteado|Queso, minas, meia cura"
Pollo al ajillo con yuca,almuerzo,Pollo al ajillo con yuca cocida,480,general_health|muscle_gain,1,5,2,"Pollo, Pechuga, sin piel, a la plancha|Ajo, crudo|Yuca/mandioca, cocida"
Pollo guisado con papas,almuerzo,Pollo guisado en salsa con papa y arroz,540,general_health,1,5,2,"Pollo, Pechuga, sin piel, cocido|Papa, baroa, cocida|Arroz, tipo 1, cocido"
Pollo teriyaki casero,almuerzo,Pollo en salsa teriyaki con arroz y brócoli,520,general_health|muscle_gain,2,5,3,"Pollo, Pechuga, sin piel, cocido|Arroz, tipo 1, cocido|Brócoli, cocido"
